361 some    delayed none    2
318 some    delayed none    2
166 some    paid    medium  2
594 none    paid    none    2
211 some    paid    high    1
199 debt    paid    some    1
648 some    paid    some    1
87  some    paid    v.high  2
592 none    paid    none    1
76  debt    paid    some    1
330 none    paid    some    2
779 some    delayed high    1
728 none    delayed none    1
397 none    paid    medium  1
643 debt    paid    some    1
583 some    delayed none    2
351 high    paid    none    1
530 debt    delayed some    2
574 high    delayed medium  2
509 none    paid    some    1
661 none    delayed some    2
819 debt    paid    some    1
409 none    delayed some    1
2   none    delayed none    2
668 some    paid    some    2
684 none    delayed some    2
365 some    paid    high    2
38  none    delayed none    2
848 none    paid    some    1
84  some    delayed some    2
656 none    delayed none    1
309 debt    delayed some    1
686 debt    delayed some    2
505 some    paid    some    1
190 none    paid    some    1
418 debt    delayed some    2
379 debt    paid    some    1
342 some    paid    some    1
489 none    paid    some    1
614 none    delayed some    2
472 debt    paid    high    1
620 none    delayed none    1
580 none    paid    medium  2
68  debt    paid    v.high  2
51  debt    paid    some    2
5   none    delayed some    2
742 some    paid    some    2
518 some    paid    v.high  1
431 some    paid    none    1
709 debt    paid    some    2
12  some    delayed none    2
372 high    delayed high    1
723 some    paid    some    1
115 none    paid    none    2
736 none    delayed some    1
843 none    delayed none    1
809 debt    delayed some    2
36  none    paid    medium  1
451 some    paid    some    1
646 some    paid    some    1
799 none    delayed none    1
571 debt    delayed none    2
391 some    delayed none    2
13  some    delayed v.high  2
201 debt    paid    some    1
715 none    delayed none    1
475 debt    paid    some    1
385 none    paid    some    1
366 debt    paid    some    1
512 none    paid    some    1
144 none    paid    some    1
615 some    paid    some    1
601 some    paid    some    1
172 debt    paid    some    2
325 none    paid    some    2
251 none    paid    high    1
343 none    delayed high    1
403 some    paid    some    1
430 debt    paid    some    1
771 some    delayed v.high  1
287 some    paid    some    1
127 some    paid    none    1
713 none    delayed v.high  2
484 high    delayed some    2
606 some    paid    none    1
480 some    paid    v.high  1
781 debt    delayed some    2
466 some    paid    some    1
88  none    paid    none    1
497 debt    paid    none    1
181 debt    delayed some    2
157 none    delayed some    2
274 some    delayed medium  2
796 debt    paid    none    1
300 some    delayed some    1
845 some    paid    some    1
389 none    delayed some    2
143 high    paid    some    1
552 some    paid    none    2
653 debt    delayed some    2
827 none    paid    v.high  1
326 none    paid    none    1
485 debt    paid    some    1
731 high    paid    some    1
562 some    paid    some    1
381 some    paid    medium  1
801 none    delayed some    2
727 none    delayed some    2
83  high    delayed high    3
37  high    paid    some    1
31  none    delayed v.high  2
213 debt    paid    some    1
360 debt    paid    some    1
276 some    paid    none    1
586 debt    paid    some    1
810 some    paid    some    1
269 debt    paid    some    1
822 none    delayed some    2
52  none    paid    none    1
483 none    paid    none    1
272 some    paid    some    1
255 none    delayed some    2
223 some    paid    some    1
692 some    delayed some    1
654 none    paid    some    1
685 debt    paid    some    2
838 some    paid    some    1
262 debt    paid    some    1
252 none    paid    none    1
767 debt    paid    some    1
208 some    delayed some    1
546 some    paid    some    1
410 some    delayed some    2
105 none    paid    v.high  1
849 none    paid    medium  1
550 some    paid    some    1
159 some    paid    some    1
205 none    paid    some    1
450 none    delayed none    4
91  debt    paid    some    2
770 none    paid    some    1
179 none    delayed none    2
369 debt    delayed some    2
348 none    paid    none    1
501 debt    paid    some    1
264 some    delayed some    1
85  none    paid    some    1
308 debt    delayed some    2
131 debt    delayed some    2
482 debt    delayed some    2
559 none    delayed some    2
652 none    paid    none    1
785 some    paid    none    2
565 debt    paid    some    1
185 some    paid    some    1
65  some    delayed some    2
687 debt    paid    none    1
695 none    delayed medium  2
353 none    paid    high    1
791 some    paid    some    1
396 debt    paid    none    1
813 none    paid    some    1
58  some    delayed medium  2
420 some    delayed some    1
521 high    delayed some    1
158 none    delayed none    2
426 none    paid    some    3
651 debt    delayed some    2
747 debt    paid    some    1
296 debt    paid    some    2
41  none    paid    some    2
393 none    delayed some    2
411 none    delayed some    2
610 some    paid    v.high  1
315 debt    paid    some    1
266 some    delayed some    2
664 debt    paid    some    1
703 debt    paid    some    1
40  none    delayed some    2
676 debt    delayed some    3
826 debt    paid    some    1
671 some    paid    none    1
829 some    paid    none    1
104 some    paid    some    1
178 debt    paid    some    3
46  none    paid    some    1
735 none    delayed some    2
789 debt    paid    some    2
745 debt    paid    some    1
173 none    paid    high    1
837 high    delayed v.high  2
492 none    paid    none    1
288 high    paid    some    1
314 none    paid    some    1
740 some    delayed some    2
749 high    paid    medium  1
271 none    paid    some    1
120 none    paid    medium  1
328 some    delayed some    1
517 some    delayed some    1
680 debt    paid    some    1
575 debt    paid    some    1
344 debt    paid    v.high  1
531 none    delayed some    2
400 none    delayed medium  1
200 none    paid    v.high  3
335 none    paid    high    1
147 debt    paid    none    1
797 debt    paid    some    1
783 none    paid    some    1
659 debt    delayed some    3
773 debt    paid    some    1
377 none    paid    medium  1
834 none    paid    some    2
597 none    delayed none    2
496 none    paid    v.high  1
263 none    paid    medium  1
1   debt    paid    medium  1
49  debt    paid    some    2
224 none    paid    some    1
621 some    paid    medium  1
754 some    paid    medium  1
174 none    paid    some    1
704 debt    delayed some    1
180 none    delayed high    2
270 some    paid    none    1
56  none    paid    none    1
332 none    paid    some    1
349 debt    delayed some    2
494 none    paid    high    1
277 none    delayed high    1
459 some    paid    some    1
100 some    paid    some    1
464 some    paid    medium  1
367 some    paid    medium  1
769 none    paid    some    1
612 debt    paid    some    1
500 debt    paid    some    1
778 none    delayed none    2
155 high    paid    some    1
33  none    delayed some    2
507 none    delayed some    2
830 none    paid    some    1
604 some    paid    some    1
161 high    paid    medium  1
780 debt    paid    some    1
69  debt    paid    some    1
238 debt    delayed some    2
624 some    paid    high    1
510 none    delayed high    2
290 some    paid    none    1
568 none    delayed medium  2
832 none    paid    high    1
804 some    paid    some    1
681 high    paid    medium  1
655 none    delayed some    1
711 debt    paid    some    1
490 none    paid    high    1
545 high    paid    some    1
487 debt    paid    some    2
359 none    paid    none    1
428 none    delayed some    3
415 debt    paid    some    1
370 debt    paid    some    1
710 debt    paid    some    1
196 high    paid    none    1
355 some    paid    none    1
254 some    paid    medium  2
107 high    delayed none    2
322 none    paid    high    1
260 high    delayed none    2
249 none    paid    none    1
807 some    delayed some    2
469 none    paid    some    1
812 debt    delayed high    2
629 some    paid    none    1
406 some    paid    some    1
432 none    paid    none    1
347 none    delayed v.high  2
210 some    delayed some    2
607 debt    paid    some    1
793 none    delayed some    2
794 some    paid    high    1
331 debt    paid    high    1
663 debt    paid    some    1
678 some    paid    some    2
292 some    paid    none    1
705 some    delayed medium  1
833 some    delayed medium  1
628 debt    paid    some    1
261 some    delayed some    1
755 high    paid    medium  1
160 high    paid    some    1
582 debt    delayed v.high  2
378 high    delayed none    2
453 none    delayed v.high  1
39  none    delayed some    1
103 none    paid    some    2
193 debt    paid    some    1
479 some    paid    some    1
119 debt    paid    some    1
566 debt    delayed none    2
8   some    paid    medium  1
520 some    paid    none    1
247 some    paid    some    1
701 none    paid    none    1
626 some    delayed none    2
32  none    delayed some    2
307 some    delayed some    1
282 none    paid    some    1
284 some    delayed some    1
399 some    delayed none    1
642 none    delayed some    2
733 debt    delayed some    2
641 some    paid    medium  1
818 some    paid    medium  1
456 some    delayed v.high  2
693 none    paid    some    1
126 none    paid    none    1
394 debt    delayed medium  2
633 debt    paid    some    1
429 some    paid    some    1
696 none    delayed some    2
99  none    paid    medium  1
231 debt    paid    some    1
759 debt    paid    none    1
672 none    delayed v.high  1
462 none    delayed some    2
24  none    delayed v.high  1
170 some    delayed some    2
93  debt    paid    some    1
470 debt    delayed some    1
488 some    paid    some    2
558 debt    delayed some    2
336 high    paid    some    1
71  some    paid    none    1
92  debt    paid    some    1
82  none    paid    some    1
476 some    paid    some    1
28  none    delayed some    3
63  some    paid    some    1
55  debt    paid    some    1
62  some    paid    some    1
467 some    paid    v.high  1
486 some    delayed medium  1
761 none    paid    none    1
842 none    delayed v.high  2
194 some    paid    medium  1
547 some    paid    some    1
835 none    paid    none    1
806 debt    delayed some    3
631 debt    paid    some    1
533 high    paid    some    1
560 none    paid    none    1
790 none    paid    some    1
423 some    paid    medium  4
129 none    paid    medium  1
725 none    delayed medium  2
817 none    paid    high    2
80  none    delayed some    1
416 none    paid    some    1
97  some    delayed some    1
45  debt    paid    some    1
132 none    delayed v.high  2
422 high    paid    some    1
357 none    delayed some    1
437 none    paid    none    1
241 debt    paid    some    1
136 high    paid    some    1
649 debt    delayed some    2
493 some    paid    some    1
414 debt    paid    some    2
333 debt    paid    medium  1
841 debt    paid    none    1
175 none    delayed some    2
329 none    delayed none    2
738 none    delayed none    2
116 some    paid    some    1
302 none    delayed medium  2
751 none    paid    some    1
644 some    paid    some    1
291 none    paid    some    2
29  some    paid    medium  1
141 debt    paid    some    1
364 none    delayed none    2
448 none    delayed some    2
444 none    paid    some    1
527 some    delayed medium  2
337 none    delayed high    1
321 none    delayed some    2
14  debt    paid    medium  1
536 none    delayed some    1
764 none    delayed none    2
167 some    paid    medium  2
395 debt    delayed some    2
587 debt    paid    none    1
608 debt    paid    some    1
753 debt    paid    high    1
647 debt    paid    none    2
667 some    paid    some    1
21  none    paid    none    1
286 debt    paid    none    2
666 none    paid    some    1
3   high    delayed high    3
59  debt    paid    some    1
184 none    delayed some    2
593 debt    delayed some    2
212 none    delayed some    1
101 high    paid    some    1
191 none    delayed none    2
585 none    delayed none    2
439 none    paid    none    1
602 none    paid    some    2
6   none    delayed some    2
227 debt    paid    some    1
471 debt    delayed some    1
529 none    delayed some    2
553 some    paid    some    1
750 debt    delayed none    2
541 debt    delayed some    3
72  none    delayed some    2
19  debt    paid    some    2
118 some    paid    some    1
50  some    paid    some    1
581 some    delayed none    1
96  some    paid    none    1
139 high    paid    some    1
795 none    delayed none    2
688 none    paid    some    1
737 none    paid    none    1
561 none    paid    some    1
362 debt    paid    none    1
455 none    delayed some    2
138 none    delayed some    2
690 debt    delayed some    2
225 debt    delayed none    2
682 high    delayed some    1
699 some    paid    some    1
623 none    delayed some    2
457 some    delayed medium  1
839 none    delayed some    3
787 debt    paid    some    1
111 debt    paid    none    1
461 debt    paid    medium  1
784 none    delayed some    2
70  debt    paid    some    1
398 high    delayed some    1
427 high    paid    high    1
522 some    paid    some    1
386 some    paid    some    1
401 none    delayed some    2
164 some    paid    high    1
128 high    delayed some    1
551 some    paid    some    1
122 some    paid    some    1
114 debt    delayed some    2
741 none    delayed some    2
363 none    delayed v.high  1
816 some    paid    some    1
523 none    paid    none    2
588 some    delayed some    2
382 none    paid    none    2
438 none    delayed some    2
106 debt    paid    some    1
465 some    delayed some    2
576 none    paid    none    4
419 none    paid    medium  1
384 some    delayed v.high  2
408 some    paid    some    1
478 some    delayed none    2
800 some    paid    medium  2
152 none    paid    medium  1
324 debt    paid    some    1
25  none    delayed none    1
235 none    paid    some    1
578 some    paid    high    1
746 some    paid    some    2
603 none    paid    high    1
782 none    delayed some    2
691 debt    delayed some    2
9   some    delayed some    2
513 debt    paid    some    1
811 none    delayed some    1
407 high    delayed some    2
140 high    paid    some    1
491 debt    paid    none    1
43  debt    paid    some    1
10  debt    delayed high    2
443 none    paid    none    2
424 none    delayed high    2
463 none    paid    some    1
634 none    paid    medium  1
16  debt    delayed some    2
447 debt    delayed some    2
303 some    paid    some    1
762 debt    paid    some    1
717 debt    paid    some    1
207 debt    paid    some    1
187 some    paid    none    1
23  none    paid    medium  1
79  none    paid    v.high  1
90  debt    paid    some    1
228 some    delayed some    2
42  none    paid    some    3
233 debt    paid    none    1
57  none    delayed none    1
230 debt    paid    some    1
539 debt    delayed some    2
388 none    delayed some    2
299 none    paid    medium  2
340 some    paid    some    2
766 none    paid    some    1
498 none    paid    none    1
219 debt    paid    some    1
149 high    delayed some    2
772 some    delayed none    1
697 none    delayed medium  3
611 debt    delayed some    2
657 none    paid    some    1
689 none    paid    medium  1
195 debt    delayed some    2
44  none    paid    some    1
421 debt    paid    some    1
113 none    paid    some    1
840 none    paid    high    1
847 high    paid    some    1
234 some    delayed high    2
298 some    paid    some    1
229 none    paid    some    1
304 some    paid    some    1
808 debt    paid    some    1
802 none    paid    some    1
108 some    paid    some    2
250 high    paid    none    1
413 some    delayed some    1
275 some    paid    some    2
26  some    delayed some    2
573 none    delayed none    1
630 none    paid    none    1
618 none    delayed some    3
502 debt    paid    some    1
216 some    delayed some    2
786 debt    paid    some    1
673 none    delayed some    2
