427 4   3   57  owned   unskill 1
104 1   1   22  owned   unskill 1
15  10+ 4   36  owned   skilled 2
822 4   1   30  owned   skilled 1
234 4   2   23  owned   unskill 1
509 10+ 4   35  owned   self    1
31  10+ 4   46  owned   skilled 1
481 7   3   32  owned   skilled 1
325 7   2   27  owned   skilled 1
113 4   1   29  owned   skilled 1
190 1   1   29  owned   self    1
653 10+ 3   35  owned   skilled 1
762 7   4   26  rent    unskill 1
151 4   2   21  owned   skilled 1
675 1   4   23  owned   skilled 1
557 1   4   40  owned   unskill 2
522 10+ 4   25  owned   skilled 1
502 10+ 4   42  free    self    1
14  0   3   22  owned   skilled 1
450 10+ 4   65  owned   skilled 1
446 4   4   38  owned   unskill 1
208 4   3   30  owned   self    1
441 1   4   28  rent    skilled 1
249 10+ 4   46  owned   self    1
714 4   4   47  owned   skilled 1
795 10+ 4   42  free    skilled 1
221 10+ 4   50  free    skilled 1
390 1   4   40  rent    skilled 2
69  7   1   50  free    self    1
350 4   2   74  owned   self    1
734 10+ 3   33  owned   unskill 2
595 1   3   26  owned   unskill 1
542 1   4   19  rent    unskill 1
51  0   4   29  rent    none    1
199 7   1   34  free    self    1
547 4   2   29  owned   skilled 1
152 4   1   35  rent    skilled 1
272 4   2   34  owned   skilled 1
98  4   2   35  owned   unskill 1
355 4   1   25  owned   skilled 1
711 1   4   22  rent    skilled 1
792 10+ 2   30  owned   self    1
476 7   3   25  owned   unskill 1
718 1   3   38  owned   skilled 1
396 10+ 4   49  free    skilled 2
563 7   3   49  owned   unskill 2
749 4   1   28  owned   self    1
108 7   4   67  owned   self    1
826 7   1   31  owned   skilled 1
378 4   2   31  owned   skilled 1
536 1   4   23  owned   skilled 1
841 4   4   23  rent    skilled 1
699 1   4   58  rent    skilled 1
566 1   3   27  rent    skilled 1
832 4   4   62  owned   skilled 1
503 4   3   27  owned   unskill 1
411 4   2   26  owned   skilled 1
700 0   4   47  owned   self    1
611 4   2   25  owned   self    1
693 1   1   43  owned   unskill 2
787 1   4   23  rent    unskill 1
134 4   4   34  owned   skilled 1
213 4   2   21  owned   unskill 1
455 10+ 4   60  free    skilled 1
414 10+ 4   24  free    skilled 2
357 0   2   38  owned   none    1
771 10+ 4   29  rent    skilled 1
372 4   2   36  owned   skilled 1
366 7   3   36  owned   skilled 1
306 10+ 4   23  rent    skilled 2
182 4   2   27  owned   skilled 1
332 4   2   32  free    self    1
401 10+ 2   30  rent    skilled 1
222 7   2   26  owned   skilled 1
394 7   1   26  owned   skilled 1
296 7   1   34  owned   skilled 1
723 4   4   22  rent    unskill 1
462 1   2   46  owned   unskill 1
797 4   2   27  owned   skilled 1
755 10+ 4   49  owned   skilled 1
688 0   4   22  rent    skilled 1
148 0   2   30  owned   self    2
487 4   2   32  owned   skilled 1
123 1   3   25  rent    skilled 1
466 1   3   30  rent    self    1
36  1   3   33  owned   skilled 1
732 10+ 2   41  owned   skilled 1
203 4   4   21  rent    skilled 1
418 10+ 4   66  free    self    1
120 10+ 4   42  free    skilled 2
458 7   3   20  rent    skilled 1
252 10+ 3   41  owned   skilled 1
598 10+ 4   36  owned   skilled 1
149 10+ 4   46  owned   skilled 2
107 7   2   27  owned   skilled 1
778 10+ 4   63  owned   skilled 1
532 10+ 4   40  rent    self    1
32  4   2   26  owned   skilled 1
777 10+ 2   28  owned   skilled 1
636 7   2   24  owned   skilled 1
847 4   2   23  owned   skilled 1
499 4   4   63  owned   skilled 2
100 10+ 2   32  owned   unskill 1
607 1   3   34  owned   skilled 1
162 10+ 4   61  owned   unskill 1
717 10+ 3   39  owned   skilled 2
61  7   2   35  owned   skilled 1
326 7   4   33  rent    unskill 1
77  7   2   31  owned   self    1
264 10+ 4   36  owned   skilled 1
574 10+ 4   28  owned   skilled 2
727 1   1   28  owned   skilled 1
839 7   1   42  owned   unskill 2
348 4   2   38  owned   skilled 1
463 10+ 2   54  rent    self    1
321 7   2   24  rent    skilled 1
793 4   2   33  owned   skilled 1
337 4   2   44  free    skilled 1
93  10+ 4   45  owned   self    1
719 7   3   37  owned   skilled 1
94  10+ 2   39  rent    self    1
686 10+ 4   43  rent    skilled 1
204 4   4   32  owned   skilled 2
741 4   2   31  owned   skilled 1
516 4   3   66  owned   unskill 1
616 1   2   41  owned   unskill 2
106 4   2   24  owned   skilled 1
354 4   4   25  rent    skilled 1
84  10+ 4   31  owned   skilled 1
216 1   3   49  owned   unskill 2
102 4   2   32  owned   skilled 1
620 10+ 4   63  free    self    1
44  10+ 4   39  owned   unskill 1
645 7   4   28  owned   skilled 1
527 10+ 2   31  owned   skilled 2
485 4   1   23  owned   skilled 1
425 4   1   22  owned   skilled 1
299 7   2   31  owned   skilled 1
540 1   2   29  owned   skilled 1
650 7   4   74  owned   unskill 1
291 7   1   34  owned   skilled 1
587 10+ 4   26  rent    skilled 1
704 1   4   21  rent    skilled 1
52  4   4   27  owned   unskill 1
92  1   2   27  free    self    1
50  10+ 2   44  free    self    1
743 4   2   27  owned   skilled 1
537 4   4   35  free    unskill 2
373 1   4   28  rent    self    1
745 10+ 4   64  rent    unskill 1
766 4   4   64  owned   skilled 1
803 0   4   70  free    self    1
746 10+ 4   42  free    self    1
581 1   2   29  owned   unskill 1
393 7   3   35  owned   skilled 1
159 4   2   33  owned   skilled 1
599 4   2   33  owned   skilled 1
772 10+ 4   43  owned   skilled 2
613 10+ 4   45  owned   unskill 1
473 1   1   27  owned   skilled 1
520 1   2   35  owned   none    1
740 10+ 3   34  owned   self    1
232 4   1   27  owned   skilled 1
737 4   2   40  rent    skilled 1
720 4   4   36  owned   skilled 1
757 7   3   38  free    skilled 2
67  7   3   36  owned   self    1
141 1   3   36  owned   skilled 1
656 10+ 4   59  owned   skilled 1
673 4   1   28  owned   skilled 1
336 1   1   33  owned   self    1
447 4   3   25  owned   skilled 1
625 10+ 4   51  free    skilled 1
564 7   3   49  owned   skilled 1
584 1   2   29  owned   skilled 1
511 10+ 4   47  free    skilled 1
186 1   1   24  owned   skilled 1
339 4   2   24  rent    unskill 1
311 4   2   32  free    self    1
754 7   4   34  free    unskill 2
161 10+ 4   48  free    unskill 2
358 10+ 4   49  owned   unskill 1
78  7   2   25  owned   skilled 1
773 1   1   22  free    skilled 1
606 10+ 4   42  owned   skilled 1
644 4   1   27  owned   skilled 1
129 10+ 2   45  owned   self    1
804 0   4   67  owned   skilled 1
86  4   3   30  owned   skilled 1
183 4   4   54  owned   skilled 1
744 1   4   36  free    self    1
541 10+ 4   33  rent    skilled 1
460 10+ 3   54  owned   skilled 1
112 10+ 2   51  owned   skilled 1
505 1   1   23  rent    skilled 1
76  1   2   23  owned   unskill 1
535 4   2   32  owned   skilled 2
549 10+ 1   35  owned   skilled 1
66  10+ 2   45  owned   unskill 1
164 10+ 2   35  owned   skilled 1
775 10+ 4   51  free    skilled 2
705 7   3   32  rent    skilled 1
289 4   2   27  owned   skilled 1
528 1   1   22  owned   skilled 1
117 4   2   33  owned   skilled 1
28  10+ 4   43  owned   skilled 1
201 0   1   25  owned   none    1
346 4   2   27  free    self    1
437 7   3   32  owned   skilled 1
614 7   1   42  owned   unskill 2
320 1   1   22  owned   skilled 1
691 1   3   48  rent    unskill 2
238 7   3   37  owned   skilled 1
13  7   2   32  owned   skilled 1
292 4   2   48  owned   self    1
237 4   2   32  owned   unskill 1
91  4   2   28  rent    skilled 1
10  10+ 4   52  owned   skilled 1
796 10+ 2   29  owned   skilled 1
608 1   4   34  owned   skilled 1
283 1   1   29  owned   skilled 1
486 1   1   27  owned   skilled 1
259 10+ 4   35  owned   skilled 1
498 0   1   53  owned   self    1
215 4   3   36  owned   skilled 1
184 1   2   35  owned   self    1
293 4   2   25  owned   unskill 1
648 1   1   22  owned   skilled 1
763 10+ 4   62  free    skilled 1
468 4   1   30  owned   skilled 1
150 1   2   21  rent    skilled 1
660 10+ 3   40  owned   unskill 1
722 10+ 4   34  owned   self    1
75  1   3   23  rent    unskill 2
270 4   1   26  owned   skilled 1
241 4   2   24  owned   unskill 1
290 0   2   23  owned   none    1
189 10+ 4   56  free    skilled 1
784 4   2   25  owned   skilled 1
127 10+ 4   25  owned   skilled 1
776 10+ 1   33  owned   self    1
560 4   2   29  owned   skilled 1
515 10+ 4   52  free    self    1
572 7   4   39  free    self    2
661 7   4   37  owned   skilled 1
687 4   4   20  owned   skilled 1
530 7   4   39  owned   unskill 1
764 10+ 4   36  free    skilled 1
680 1   4   23  owned   skilled 1
422 10+ 2   31  owned   skilled 1
1   7   3   30  owned   self    2
169 10+ 2   23  owned   self    1
60  1   2   46  owned   skilled 1
251 10+ 4   35  free    skilled 1
33  0   2   27  owned   self    1
548 1   1   26  owned   none    1
451 1   1   26  owned   skilled 1
424 4   4   36  owned   skilled 1
565 4   4   40  rent    unskill 2
258 7   3   27  owned   skilled 1
200 4   3   54  owned   self    1
402 10+ 4   47  owned   unskill 1
225 7   4   30  owned   self    1
730 10+ 1   46  rent    skilled 1
600 7   4   26  rent    self    1
195 1   1   28  owned   unskill 1
34  0   4   31  free    self    1
128 4   4   50  owned   unskill 1
371 7   4   39  owned   unskill 1
174 4   1   26  owned   skilled 1
712 1   1   26  owned   skilled 1
624 4   1   26  owned   skilled 1
510 7   4   40  owned   skilled 1
282 10+ 4   39  owned   self    1
256 0   4   38  owned   self    1
526 4   4   21  rent    skilled 1
135 7   4   24  rent    unskill 1
147 4   2   23  owned   skilled 1
356 0   4   65  owned   none    1
295 4   4   20  rent    unskill 1
808 4   1   42  owned   skilled 1
831 7   4   39  owned   unskill 1
344 4   2   28  owned   skilled 1
698 0   4   36  free    self    1
265 7   4   37  rent    skilled 1
739 1   1   23  owned   skilled 1
609 10+ 2   38  owned   self    1
73  4   1   23  owned   unskill 1
742 10+ 4   38  owned   unskill 1
231 4   2   31  rent    skilled 1
185 1   2   26  owned   skilled 1
375 1   4   23  owned   unskill 1
558 4   2   30  owned   skilled 1
217 10+ 4   38  owned   skilled 1
210 7   1   41  owned   unskill 1
479 0   4   38  free    self    1
281 4   3   35  owned   unskill 2
627 4   4   31  rent    skilled 1
230 4   2   40  owned   unskill 1
621 7   2   24  owned   skilled 1
415 1   1   22  rent    skilled 1
168 4   3   29  owned   skilled 1
813 10+ 4   20  owned   skilled 1
297 1   4   22  rent    unskill 1
389 10+ 4   54  free    skilled 2
65  4   2   30  owned   self    1
317 4   1   22  owned   skilled 1
347 1   2   32  owned   unskill 2
172 4   4   25  rent    skilled 1
470 4   3   27  owned   skilled 1
157 4   4   39  owned   unskill 1
276 4   2   30  owned   skilled 1
212 10+ 4   56  owned   skilled 1
156 10+ 4   42  owned   skilled 2
88  7   3   40  owned   skilled 1
3   7   2   28  owned   skilled 1
685 0   4   50  owned   skilled 1
612 1   1   55  owned   skilled 1
267 4   1   43  owned   unskill 1
413 7   4   51  owned   skilled 1
25  10+ 4   49  owned   skilled 1
580 10+ 4   31  owned   skilled 1
305 7   2   26  owned   skilled 2
122 4   2   31  owned   unskill 1
670 4   2   32  owned   skilled 2
629 0   4   40  free    none    1
575 10+ 4   68  owned   self    1
307 4   2   33  owned   skilled 1
602 4   2   27  owned   skilled 1
506 4   2   26  owned   skilled 1
659 10+ 4   36  free    self    1
90  4   2   37  owned   skilled 2
671 4   4   48  owned   unskill 1
430 4   2   22  owned   skilled 1
681 10+ 2   47  free    skilled 1
206 7   2   37  owned   unskill 2
677 4   2   20  rent    self    2
4   10+ 4   51  free    unskill 1
406 4   2   36  owned   skilled 2
596 1   1   30  owned   skilled 1
690 4   3   25  rent    skilled 1
436 4   3   35  owned   skilled 1
275 7   1   32  owned   skilled 2
21  7   4   25  rent    skilled 1
266 1   2   25  owned   unskill 1
324 4   4   23  free    skilled 1
649 4   2   43  owned   unskill 2
197 4   2   25  rent    skilled 1
525 7   2   31  owned   skilled 1
845 0   2   55  free    self    1
154 4   2   31  owned   unskill 2
657 7   1   25  owned   skilled 1
733 4   2   39  rent    unskill 2
592 1   3   45  owned   self    2
220 0   2   34  owned   self    2
160 4   2   37  owned   skilled 1
47  4   2   27  owned   skilled 1
454 10+ 4   55  owned   skilled 1
518 1   2   24  rent    skilled 2
484 10+ 4   63  free    skilled 1
837 4   4   36  owned   skilled 1
833 10+ 3   30  free    skilled 1
365 1   1   30  owned   skilled 1
229 7   2   29  rent    skilled 1
818 4   2   24  owned   skilled 1
492 1   4   31  rent    skilled 1
456 4   3   61  owned   skilled 1
578 1   3   25  rent    skilled 1
399 4   1   27  owned   unskill 1
811 4   2   28  free    skilled 1
327 7   3   45  owned   self    2
507 4   2   29  owned   self    1
569 4   2   44  owned   skilled 2
809 10+ 3   60  owned   skilled 1
333 1   3   33  owned   unskill 1
474 7   4   27  owned   skilled 1
439 4   4   37  free    skilled 1
781 10+ 4   46  free    skilled 1
285 10+ 4   39  owned   self    2
335 10+ 4   46  free    skilled 1
41  1   3   27  owned   unskill 1
177 1   1   24  owned   unskill 1
759 10+ 4   40  owned   self    1
207 10+ 2   41  owned   skilled 2
314 4   2   28  owned   skilled 1
497 10+ 4   31  owned   skilled 1
132 4   3   46  owned   skilled 1
71  7   3   35  owned   skilled 1
126 0   4   38  owned   self    1
410 7   3   47  owned   unskill 2
735 7   2   33  owned   skilled 1
756 4   2   26  owned   skilled 2
504 7   4   24  rent    unskill 1
405 10+ 2   42  owned   skilled 2
351 10+ 4   55  owned   self    1
56  7   4   29  rent    skilled 1
175 4   4   35  free    skilled 1
387 7   3   35  owned   unskill 1
279 4   2   35  owned   skilled 1
328 10+ 3   40  owned   self    1
87  7   2   27  owned   skilled 1
322 10+ 4   36  owned   skilled 1
442 4   4   48  owned   skilled 1
539 4   2   46  owned   skilled 1
555 1   4   38  owned   skilled 2
35  10+ 4   35  free    skilled 1
417 1   2   31  owned   unskill 1
323 4   1   24  owned   skilled 1
534 4   4   37  free    skilled 1
362 4   2   24  rent    skilled 1
300 4   2   54  rent    skilled 1
116 7   4   30  rent    skilled 2
53  10+ 4   41  owned   unskill 2
219 4   3   38  owned   unskill 2
728 10+ 4   30  free    self    1
341 10+ 4   67  owned   skilled 1
646 4   3   21  rent    skilled 1
664 4   4   29  owned   skilled 1
8   1   1   29  rent    self    1
807 10+ 4   57  free    skilled 1
79  10+ 4   36  owned   unskill 1
676 4   3   37  rent    skilled 2
814 7   4   36  rent    self    1
836 1   1   37  owned   unskill 1
49  7   3   28  owned   skilled 1
29  7   3   29  owned   skilled 1
800 4   4   26  rent    unskill 1
588 10+ 4   48  rent    unskill 1
801 10+ 2   35  owned   skilled 2
363 10+ 4   60  owned   skilled 1
475 10+ 4   36  rent    skilled 1
567 4   2   40  rent    unskill 2
830 7   4   31  owned   unskill 1
828 4   2   37  owned   unskill 2
421 1   4   31  owned   unskill 1
626 7   3   34  owned   skilled 2
710 1   3   23  rent    skilled 1
500 4   4   22  rent    skilled 1
561 7   2   51  owned   skilled 2
459 4   2   23  owned   skilled 1
810 1   4   25  owned   unskill 1
23  7   1   35  owned   skilled 1
319 7   2   28  owned   skilled 1
655 4   2   43  owned   unskill 1
697 0   4   57  owned   unskill 1
167 4   4   28  rent    skilled 1
11  4   2   25  owned   skilled 1
552 7   1   41  owned   skilled 2
824 4   3   33  owned   skilled 1
774 7   4   26  owned   skilled 1
318 4   2   37  owned   self    1
278 0   4   27  owned   skilled 1
310 0   3   30  owned   self    1
488 4   3   29  owned   self    1
477 7   4   40  rent    skilled 1
483 10+ 2   35  owned   skilled 1
738 4   2   33  owned   skilled 1
367 7   4   23  rent    unskill 1
457 1   2   37  owned   skilled 1
667 4   3   24  owned   skilled 1
494 10+ 2   26  owned   self    1
662 10+ 4   24  owned   skilled 1
423 1   4   27  rent    skilled 1
227 7   3   31  owned   skilled 1
247 10+ 4   61  free    self    1
409 7   2   38  owned   skilled 1
465 0   1   35  owned   self    1
284 1   4   25  owned   unskill 1
246 4   2   28  owned   skilled 1
729 4   2   40  owned   self    1
155 1   3   25  owned   unskill 1
428 1   3   47  free    skilled 1
683 4   4   37  owned   skilled 1
849 4   1   25  owned   skilled 1
96  4   2   27  owned   skilled 1
280 4   3   29  owned   skilled 1
640 10+ 4   41  rent    unskill 1
638 4   4   29  owned   skilled 1
786 7   3   26  owned   skilled 2
334 10+ 4   34  owned   unskill 2
316 10+ 4   58  owned   skilled 1
302 7   3   34  owned   self    1
103 0   2   26  owned   self    1
130 1   4   22  rent    skilled 1
521 1   1   33  rent    skilled 1
269 7   1   24  owned   skilled 1
58  1   3   30  owned   self    1
239 1   4   35  owned   skilled 1
760 10+ 4   35  free    skilled 1
95  7   3   38  owned   self    1
277 7   1   37  owned   self    1
678 1   3   30  owned   skilled 1
349 4   2   29  owned   skilled 1
788 1   1   35  owned   unskill 1
594 4   4   68  rent    skilled 1
703 1   1   27  owned   skilled 1
848 4   2   26  rent    skilled 1
779 4   4   27  owned   skilled 1
131 4   4   25  owned   unskill 1
654 4   4   52  owned   skilled 1
211 4   3   66  owned   unskill 1
433 1   2   19  rent    skilled 1
634 4   2   26  rent    skilled 2
158 1   4   44  owned   skilled 1
343 7   4   37  rent    skilled 1
420 7   3   35  rent    skilled 1
782 0   4   65  owned   none    1
519 1   2   23  owned   skilled 1
827 7   4   61  owned   unskill 1
397 1   4   23  owned   skilled 1
133 1   2   33  owned   skilled 1
658 4   4   24  owned   skilled 1
429 10+ 4   28  owned   skilled 2
663 4   1   21  owned   unskill 1
240 1   1   37  owned   unskill 2
445 4   2   33  owned   unskill 1
342 1   1   45  owned   skilled 1
615 10+ 3   59  rent    skilled 1
165 7   2   25  owned   skilled 1
209 10+ 2   41  rent    self    1
493 4   4   42  free    skilled 1
544 0   2   28  owned   self    1
19  4   4   48  owned   skilled 1
24  10+ 2   34  owned   skilled 1
20  4   2   30  owned   skilled 1
438 4   2   28  owned   skilled 1
114 4   2   28  owned   skilled 1
577 0   1   33  owned   skilled 1
747 1   4   41  owned   unskill 2
789 7   4   23  rent    skilled 1
416 4   2   26  owned   skilled 1
380 7   3   28  owned   unskill 1
508 10+ 4   52  owned   skilled 1
170 4   4   34  owned   skilled 1
725 4   4   52  owned   unskill 1
255 4   2   32  owned   skilled 1
467 10+ 4   54  owned   skilled 1
121 4   2   39  owned   unskill 2
630 10+ 4   45  free    skilled 2
517 10+ 1   41  owned   skilled 1
6   10+ 4   44  free    skilled 1
802 4   2   25  rent    unskill 1
639 4   4   28  rent    skilled 1
80  4   2   32  free    skilled 1
233 7   4   32  rent    skilled 1
605 0   4   40  owned   self    1
166 10+ 2   61  rent    unskill 1
257 10+ 4   39  owned   skilled 1
404 4   2   29  owned   unskill 2
469 4   4   37  free    skilled 1
512 7   4   36  owned   skilled 1
331 0   2   23  rent    none    1
89  4   4   40  owned   skilled 1
101 4   1   24  owned   skilled 1
384 10+ 3   32  free    skilled 2
783 10+ 4   42  owned   self    1
124 7   3   51  owned   skilled 1
254 7   3   38  owned   skilled 1
72  1   2   27  owned   skilled 1
817 7   3   36  owned   skilled 1
556 4   2   36  owned   skilled 2
26  0   2   28  owned   self    1
780 0   3   43  owned   self    1
562 4   2   31  owned   unskill 1
444 1   2   32  owned   skilled 1
383 4   2   32  owned   self    1
109 4   4   34  free    skilled 2
398 10+ 4   47  owned   skilled 1
55  0   1   27  owned   none    1
491 7   4   39  owned   skilled 1
370 1   4   26  rent    skilled 1
110 4   3   42  owned   skilled 1
218 0   4   23  rent    skilled 1
751 10+ 4   38  owned   skilled 1
529 4   2   27  owned   unskill 1
173 10+ 3   47  owned   skilled 1
271 4   4   43  owned   unskill 2
443 10+ 2   37  owned   skilled 1
635 1   1   26  owned   unskill 1
750 1   3   44  owned   unskill 2
637 4   2   37  owned   skilled 1
298 7   2   27  owned   self    1
821 4   2   34  owned   unskill 2
226 7   4   21  owned   skilled 1
523 1   1   44  owned   skilled 1
679 10+ 4   34  owned   skilled 1
391 10+ 4   50  owned   skilled 1
489 1   3   34  owned   skilled 2
360 7   4   59  owned   skilled 1
111 1   2   30  owned   skilled 1
753 4   4   22  owned   skilled 1
214 7   4   26  rent    skilled 1
191 10+ 4   41  rent    unskill 1
145 7   1   20  owned   skilled 1
5   4   1   25  owned   skilled 1
633 1   1   33  owned   unskill 2
471 4   3   29  owned   skilled 1
153 4   4   29  rent    unskill 1
842 4   2   27  owned   skilled 1
140 1   1   45  owned   unskill 1
304 4   1   42  owned   skilled 1
62  10+ 4   74  free    self    2
435 10+ 4   64  owned   unskill 1
550 1   2   26  owned   skilled 1
30  4   2   35  owned   skilled 1
702 1   2   56  owned   skilled 1
696 10+ 2   29  owned   skilled 1
38  7   4   43  owned   skilled 2
501 4   4   40  owned   self    1
758 10+ 4   44  free    self    2
586 7   1   25  owned   skilled 1
261 7   2   49  owned   skilled 1
364 10+ 2   40  owned   skilled 2
449 7   4   46  free    skilled 2
340 4   4   23  rent    self    1
359 4   4   48  free    skilled 1
478 4   4   42  rent    skilled 1
651 10+ 4   63  owned   skilled 1
785 10+ 4   38  owned   skilled 1
593 10+ 4   51  free    self    2
235 4   2   49  owned   unskill 1
81  7   4   34  free    unskill 1
665 4   4   33  owned   skilled 1
543 10+ 4   44  owned   skilled 2
835 1   1   54  owned   skilled 1
619 10+ 2   38  owned   skilled 1
408 10+ 2   57  free    self    1
573 10+ 4   57  rent    unskill 1
181 0   4   75  free    self    1
768 4   4   22  owned   skilled 1
790 7   2   22  owned   skilled 1
45  4   1   29  free    skilled 1
591 10+ 4   36  owned   skilled 2
770 1   4   32  owned   skilled 1
513 4   2   27  owned   self    1
617 4   4   43  owned   skilled 1
83  0   4   66  free    none    1
434 10+ 4   36  free    skilled 1
582 10+ 4   57  rent    self    1
546 1   1   33  rent    unskill 1
388 4   2   28  owned   unskill 1
553 7   3   43  owned   skilled 1
559 10+ 4   33  owned   skilled 1
377 7   3   26  owned   skilled 1
345 10+ 4   36  free    skilled 1
369 10+ 3   30  owned   skilled 1
139 1   4   23  rent    skilled 1
707 4   2   24  owned   skilled 1
846 4   2   30  owned   self    1
242 4   4   26  owned   unskill 2
829 1   2   29  owned   none    1
63  4   2   25  owned   unskill 1
308 10+ 4   63  owned   skilled 1
647 4   2   40  owned   unskill 2
825 4   4   28  owned   skilled 1
196 10+ 3   37  owned   self    1
812 4   4   23  owned   skilled 1
761 7   2   31  owned   skilled 1
16  0   2   43  free    skilled 2
461 10+ 2   43  owned   skilled 1
115 1   2   25  owned   skilled 1
40  7   3   40  owned   skilled 1
570 4   4   46  owned   self    2
815 7   3   30  owned   self    1
799 10+ 4   63  owned   skilled 1
303 7   2   44  owned   unskill 1
583 7   4   36  rent    self    2
260 4   4   39  free    skilled 1
395 4   4   53  free    skilled 2
64  4   4   34  owned   skilled 1
736 4   2   28  owned   skilled 1
288 4   1   34  owned   unskill 2
392 1   2   22  owned   skilled 1
748 7   1   24  owned   skilled 1
432 4   2   26  owned   unskill 2
243 7   3   26  owned   skilled 1
603 10+ 3   32  rent    skilled 1
