313 6   goods   1957    1   none
711 9   goods   1366    3   none
759 36  school  1977    4   none
485 12  goods   1498    4   none
168 18  goods   1169    4   none
90  36  goods   3620    1   guarant
182 24  auto    5804    4   none
45  12  goods   2149    4   none
690 15  goods   1433    4   none
696 28  goods   2743    4   none
423 12  goods   951 4   none
840 6   auto    1236    2   none
291 18  busin   1950    4   none
748 36  busin   2145    2   none
138 10  goods   2146    1   none
794 24  goods   3758    1   none
782 18  goods   1098    4   none
240 12  school  3565    2   none
524 30  auto    10623   3   none
642 12  school  701 4   none
270 30  goods   1715    4   none
717 30  goods   2522    1   guarant
371 12  busin   1037    3   none
52  10  auto    1309    4   guarant
412 36  auto    9398    1   none
395 24  auto    4870    3   none
376 10  goods   1048    4   none
209 24  auto    3868    4   none
66  10  auto    1287    4   co-app
247 36  busin   1953    4   none
613 36  goods   3835    2   none
400 15  school  1532    4   none
693 18  goods   1533    4   co-app
723 9   auto    276 4   none
292 48  busin   12204   2   none
734 12  goods   797 4   none
329 10  goods   2069    2   none
489 12  goods   1493    4   none
271 24  auto    7393    1   none
202 18  auto    6260    3   none
469 36  school  1819    4   none
530 8   auto    3398    1   none
454 24  goods   1603    4   none
440 16  auto    2625    2   guarant
573 12  busin   1264    4   none
498 30  auto    7485    4   none
204 24  busin   2978    4   none
594 18  auto    6761    2   none
813 9   goods   1313    1   none
824 15  goods   1478    4   none
491 20  goods   2212    4   none
226 60  goods   15653   2   none
281 12  school  3447    4   none
116 12  auto    2002    3   none
24  24  goods   2578    2   none
564 10  auto    1038    4   co-app
207 36  goods   2712    2   none
127 30  goods   2991    2   none
8   36  goods   9034    4   co-app
197 15  auto    1264    2   none
575 6   auto    14896   1   none
164 14  busin   1410    1   none
761 24  goods   929 4   none
146 6   goods   3384    1   none
583 20  auto    7057    3   none
115 24  goods   3105    4   none
420 9   goods   1919    4   none
48  12  auto    1330    4   none
53  12  school  719 4   none
592 12  auto    3527    2   none
695 24  busin   4139    3   none
218 15  auto    2511    1   none
126 12  auto    2859    4   none
823 12  goods   1655    2   none
428 24  goods   5103    3   none
184 18  goods   3780    3   none
751 12  goods   804 4   none
438 18  goods   1817    4   none
238 6   auto    609 4   none
797 24  goods   4020    2   none
69  48  school  7476    4   none
588 18  goods   1795    3   guarant
447 15  goods   975 2   none
715 12  goods   5801    2   none
200 24  busin   4591    2   none
111 24  goods   7721    1   none
327 6   auto    6761    1   none
667 9   goods   458 4   none
71  21  goods   3976    2   none
470 40  school  5998    4   none
206 24  auto    1344    4   none
219 12  goods   708 2   guarant
615 48  busin   6416    4   none
422 36  goods   4473    4   none
77  21  auto    2782    1   none
4   9   auto    2507    2   none
540 21  goods   3357    4   none
227 24  auto    4817    2   co-app
368 24  goods   2835    3   none
289 12  goods   1657    2   none
433 9   goods   1980    2   co-app
104 6   repairs 454 3   none
84  24  busin   1935    4   none
425 12  goods   1567    1   none
535 9   goods   2697    1   none
682 30  busin   1908    4   none
29  9   auto    1437    2   none
710 18  auto    1216    4   none
472 24  goods   3349    4   none
815 42  goods   7174    4   none
502 48  auto    7763    4   none
249 21  auto    2476    4   none
131 9   goods   1138    4   none
839 4   goods   1544    2   none
831 6   auto    666 3   none
662 20  goods   4272    1   none
689 13  goods   1409    2   none
621 48  auto    6560    3   none
529 14  auto    802 4   none
186 15  goods   874 4   none
568 18  school  1864    4   none
379 12  goods   2214    4   none
467 12  auto    1318    4   none
753 24  goods   2828    4   none
827 12  goods   3059    2   none
800 30  busin   4280    4   none
547 9   goods   959 1   none
33  24  other   6314    4   co-app
57  12  school  2012    4   none
190 24  auto    2679    4   none
692 18  repairs 6204    2   none
335 10  school  727 4   none
158 20  auto    3485    2   none
183 48  goods   3051    3   none
260 15  goods   1271    3   none
550 8   busin   907 3   none
112 36  goods   3342    4   none
803 10  auto    7308    2   none
401 6   goods   1740    2   none
532 15  school  1905    4   none
398 30  goods   3017    4   none
50  24  auto    12579   4   none
114 36  goods   5371    3   guarant
845 42  auto    9283    1   none
370 18  goods   3114    1   none
731 12  goods   2251    1   none
87  48  goods   10961   1   co-app
432 6   auto    783 1   guarant
62  9   auto    5129    2   none
157 11  auto    7228    1   none
534 36  auto    12389   1   none
572 36  auto    3249    2   none
513 27  goods   3416    3   none
176 12  auto    2445    2   none
713 12  repairs 1555    4   none
38  24  auto    2197    4   none
41  24  school  937 4   none
30  7   goods   2576    2   guarant
685 27  busin   5293    2   none
107 10  goods   1347    4   none
150 18  goods   1126    4   none
452 42  busin   6289    2   none
666 24  goods   1278    4   none
279 24  auto    1381    4   none
284 24  goods   4736    2   none
251 15  auto    5324    1   none
503 12  auto    1168    4   none
581 24  goods   2333    4   none
825 24  goods   4169    4   none
483 15  goods   1979    4   none
244 12  goods   7865    4   none
78  39  goods   4933    2   guarant
556 18  busin   4165    2   none
406 27  busin   3915    4   none
9   12  goods   585 4   co-app
254 24  auto    3512    2   none
120 6   goods   1346    2   none
278 45  auto    4576    3   none
178 48  auto    10297   4   none
181 24  auto    6615    2   none














